best_of;p2_1stIn;p2_1stWon;p2_2ndWon;p2_SvGms;p2_ace;p2_bpFaced;p2_bpSaved;p2_df;p2_svpt;p2_age;p2_entry;p2_hand;p2_ht;p2_id;p2_ioc;p2_name;p2_rank;p2_rank_points;p2_seed;match_num;minutes;round;score;surface;tourney_date;tourney_id;tourney_level;tourney_name;p1_1stIn;p1_1stWon;p1_2ndWon;p1_SvGms;p1_ace;p1_bpFaced;p1_bpSaved;p1_df;p1_svpt;p1_age;p1_entry;p1_hand;p1_ht;p1_id;p1_ioc;p1_name;p1_rank;p1_rank_points;p1_seed;p1_won
3;41.0;26.0;30.0;14.0;2.0;10.0;7.0;8.0;93.0;25.57;;L;183.0;105385;USA;Donald Young;56.0;834.0;;30;114.0;SF;4-6 6-4 6-2;Hard;20150216;2015-499;A;Delray Beach;59.0;41.0;12.0;14.0;13.0;12.0;7.0;1.0;92.0;22.32;;R;193.0;106071;AUS;Bernard Tomic;46.0;942.0;;0
5;107.0;80.0;25.0;27.0;7.0;6.0;3.0;3.0;150.0;27.04;;R;183.0;105357;AUS;John Millman;67.0;770.0;;161;178.0;R128;7-5 4-6 5-7 6-4 6-3;Grass;20160627;2016-540;G;Wimbledon;100.0;67.0;34.0;26.0;9.0;7.0;3.0;4.0;151.0;35.58;;R;175.0;103656;ESP;Albert Montanes;120.0;508.0;;0
3;39.0;27.0;13.0;11.0;5.0;11.0;6.0;4.0;73.0;35.87;;R;183.0;103893;ITA;Paolo Lorenzi;41.0;1130.0;;259;92.0;R64;6-4 7-5;Hard;20171030;2017-0352;M;Paris Masters;37.0;26.0;16.0;11.0;7.0;5.0;2.0;1.0;67.0;28.59;Q;R;185.0;105311;POR;Joao Sousa;58.0;825.0;;1
3;47.0;39.0;14.0;11.0;17.0;3.0;3.0;2.0;71.0;29.26;WC;R;203.0;104731;RSA;Kevin Anderson;15.0;2000.0;2.0;40;;R16;7-6(2) 6-4;Hard;20150823;2015-6242;A;Winston-Salem;47.0;35.0;12.0;11.0;8.0;4.0;3.0;3.0;69.0;24.77;;R;203.0;105668;POL;Jerzy Janowicz;61.0;790.0;16.0;0
5;111.0;90.0;19.0;23.0;16.0;5.0;2.0;7.0;158.0;26.67;;R;188.0;105777;BUL;Grigor Dimitrov;3.0;4990.0;3.0;403;206.0;R16;7-6(3) 7-6(4) 4-6 7-6(4);Hard;20180115;2018-580;G;Australian Open;101.0;80.0;27.0;23.0;36.0;9.0;7.0;7.0;155.0;22.72;;R;193.0;106401;AUS;Nick Kyrgios;17.0;2260.0;17.0;0
3;46.0;33.0;13.0;13.0;0.0;7.0;3.0;1.0;74.0;29.05;;R;180.0;104665;ESP;Pablo Andujar;48.0;915.0;;2;110.0;R32;3-6 6-3 6-2;Clay;20150209;2015-533;A;Sao Paulo;54.0;38.0;18.0;13.0;5.0;9.0;7.0;0.0;87.0;24.61;;R;180.0;105583;SRB;Dusan Lajovic;77.0;666.0;;1
3;46.0;41.0;14.0;12.0;11.0;0.0;0.0;0.0;68.0;36.51;;R;185.0;103819;SUI;Roger Federer;2.0;9605.0;1.0;293;101.0;R16;7-6(8) 7-5;Hard;20180212;2018-0407;A;Rotterdam;56.0;36.0;24.0;12.0;5.0;6.0;5.0;2.0;91.0;34.33;;R;178.0;104259;GER;Philipp Kohlschreiber;36.0;1335.0;;0
3;53.0;37.0;12.0;10.0;5.0;6.0;5.0;1.0;74.0;31.89;Q;R;188.0;104797;UZB;Denis Istomin;95.0;597.0;;271;104.0;R32;7-6(5) 6-2;Clay;20180730;2018-0319;A;Kitzbuhel;39.0;26.0;15.0;10.0;2.0;9.0;6.0;7.0;73.0;27.82;;L;190.0;105643;ARG;Federico Delbonis;107.0;510.0;;0
5;63.0;50.0;35.0;22.0;7.0;8.0;4.0;12.0;134.0;28.97;;R;185.0;105011;UKR;Illya Marchenko;63.0;795.0;;142;230.0;R128;6-3 6-4 6-7(4) 7-5;Hard;20160829;2016-560;G;US Open;79.0;54.0;38.0;21.0;11.0;18.0;10.0;12.0;163.0;31.66;;R;183.0;104471;CRO;Ivan Dodig;74.0;718.0;;0
3;47.0;29.0;9.0;11.0;4.0;9.0;4.0;3.0;74.0;27.53;;L;183.0;105173;FRA;Adrian Mannarino;44.0;985.0;;279;98.0;R32;6-4 7-5;Hard;20160111;2016-M001;A;Sydney;41.0;26.0;11.0;11.0;4.0;8.0;5.0;1.0;63.0;33.97;Q;R;190.0;103917;FRA;Nicolas Mahut;71.0;710.0;;1
3;36.0;30.0;16.0;10.0;16.0;3.0;2.0;3.0;64.0;33.02;;R;183.0;104571;CYP;Marcos Baghdatis;84.0;689.0;;280;90.0;R32;7-6(4) 6-3;Grass;20180625;2018-7650;A;Antalya;41.0;37.0;19.0;11.0;6.0;5.0;5.0;4.0;71.0;31.31;Q;R;188.0;104882;SLO;Blaz Kavcic;176.0;328.0;;1
5;89.0;62.0;27.0;22.0;6.0;19.0;11.0;9.0;156.0;23.26;;R;185.0;106298;FRA;Lucas Pouille;17.0;2320.0;16.0;210;221.0;R32;6-2 3-6 5-7 6-2 6-1;Clay;20170529;2017-520;G;Roland Garros;94.0;59.0;34.0;22.0;2.0;15.0;11.0;6.0;151.0;29.36;;L;188.0;105077;ESP;Albert Ramos;20.0;2065.0;19.0;1
5;49.0;38.0;17.0;14.0;1.0;5.0;3.0;3.0;80.0;22.39;;R;;106378;GBR;Kyle Edmund;49.0;933.0;;176;122.0;R64;7-5 6-3 6-1;Clay;20170529;2017-520;G;Roland Garros;57.0;36.0;13.0;14.0;2.0;10.0;3.0;4.0;92.0;25.2;;R;;105952;ARG;Renzo Olivo;91.0;593.0;;0
5;82.0;61.0;39.0;26.0;13.0;6.0;3.0;9.0;155.0;27.43;;R;188.0;105449;USA;Steve Johnson;26.0;1565.0;25.0;151;214.0;R128;6-3 6-3 6-7(4) 6-7(3) 6-3;Clay;20170529;2017-520;G;Roland Garros;104.0;68.0;33.0;25.0;5.0;17.0;9.0;6.0;169.0;28.69;;R;173.0;105216;JPN;Yuichi Sugita;78.0;674.0;;0
5;116.0;93.0;34.0;28.0;17.0;14.0;10.0;5.0;187.0;34.22;;R;183.0;103893;ITA;Paolo Lorenzi;54.0;855.0;;1;283.0;RR;7-6(14) 6-3 4-6 5-7 7-5;Clay;20160304;2016-M-DC-2016-WG-M-SUI-ITA-01;D;Davis Cup WG R1: SUI vs ITA;116.0;83.0;42.0;27.0;8.0;11.0;7.0;3.0;193.0;34.48;;R;185.0;103843;SUI;Marco Chiudinelli;146.0;404.0;;0
3;59.0;41.0;19.0;14.0;12.0;14.0;11.0;2.0;95.0;30.91;;R;196.0;104607;CZE;Tomas Berdych;8.0;3660.0;6.0;289;115.0;R16;6-3 4-6 6-4;Hard;20160815;2016-M024;M;Cincinnati Masters;43.0;40.0;17.0;15.0;23.0;5.0;3.0;5.0;76.0;27.88;;R;198.0;105227;CRO;Marin Cilic;14.0;2605.0;12.0;1
3;22.0;12.0;8.0;7.0;2.0;5.0;1.0;2.0;42.0;21.25;Q;R;;200247;BUL;Alexandar Lazarov;;;;282;51.0;R32;6-2 6-1;Hard;20190204;2019-7434;A;Sofia;33.0;28.0;5.0;8.0;7.0;1.0;1.0;2.0;44.0;35.22;;L;188.0;104269;ESP;Fernando Verdasco;26.0;1455.0;6.0;1
3;28.0;24.0;7.0;9.0;4.0;2.0;0.0;0.0;40.0;33.54;;R;185.0;103819;SUI;Roger Federer;2.0;9205.0;2.0;24;60.0;R16;6-4 6-3;Hard;20150223;2015-495;A;Dubai;28.0;17.0;10.0;10.0;5.0;7.0;2.0;3.0;53.0;31.27;;L;188.0;104269;ESP;Fernando Verdasco;31.0;1225.0;;0
3;50.0;32.0;6.0;10.0;0.0;6.0;4.0;0.0;59.0;29.24;;R;180.0;104665;ESP;Pablo Andujar;66.0;745.0;;39;72.0;R16;6-3 6-4;Clay;20150420;2015-425;A;Barcelona;25.0;18.0;6.0;9.0;5.0;6.0;2.0;1.0;48.0;33.58;;L;188.0;103852;ESP;Feliciano Lopez;12.0;2380.0;5.0;0
5;43.0;40.0;23.0;15.0;17.0;2.0;2.0;1.0;79.0;27.06;;R;188.0;105449;USA;Steve Johnson;30.0;1390.0;;117;120.0;R128;6-3 6-4 6-4;Hard;20170116;2017-580;G;Australian Open;49.0;37.0;15.0;14.0;2.0;6.0;3.0;5.0;85.0;26.28;;L;190.0;105643;ARG;Federico Delbonis;44.0;1030.0;;0
3;41.0;37.0;14.0;11.0;5.0;1.0;0.0;5.0;71.0;25.59;;R;180.0;105583;SRB;Dusan Lajovic;74.0;713.0;;273;90.0;R32;6-4 7-6(7);Clay;20160201;2016-7161;A;Quito;42.0;33.0;19.0;11.0;2.0;0.0;0.0;0.0;64.0;28.04;;L;188.0;105077;ESP;Albert Ramos;55.0;808.0;7.0;1
3;29.0;25.0;14.0;8.0;2.0;1.0;1.0;2.0;54.0;25.13;;R;170.0;106043;ARG;Diego Sebastian Schwartzman;29.0;1585.0;8.0;287;56.0;R16;6-3 6-1;Hard;20171002;2017-0329;A;Tokyo;30.0;17.0;6.0;8.0;3.0;7.0;3.0;0.0;45.0;24.95;;R;193.0;106071;AUS;Bernard Tomic;162.0;345.0;;0
5;98.0;55.0;19.0;20.0;1.0;19.0;11.0;1.0;137.0;24.38;;R;;106175;VEN;Ricardo Rodriguez;817.0;22.0;;4;199.0;RR;5-7 7-5 6-2 6-3;Hard;20170915;2017-M-DC-2017-G2-AM-M-BAR-VEN-01;D;Davis Cup G2 R3: BAR vs VEN;97.0;66.0;11.0;21.0;2.0;17.0;12.0;2.0;120.0;25.39;;R;;105985;BAR;Darian King;156.0;365.0;;1
3;68.0;38.0;6.0;13.0;1.0;23.0;16.0;3.0;87.0;18.7;;;;200621;PAR;Bruno Britez;;;;2;134.0;RR;6-2 6-3 6-3;None;20170203;2017-M-DC-2017-G2-AM-M-BAR-PAR-01;D;Davis Cup G2 R1: BAR vs PAR;53.0;39.0;15.0;13.0;5.0;8.0;6.0;3.0;81.0;24.77;;R;;105985;BAR;Darian King;142.0;426.0;;1
3;46.0;29.0;8.0;8.0;3.0;10.0;6.0;1.0;73.0;25.73;SE;R;;106075;SVK;Jozef Kovalik;82.0;701.0;;276;76.0;R32;6-1 6-3;Clay;20180730;2018-0319;A;Kitzbuhel;30.0;25.0;10.0;8.0;2.0;1.0;1.0;2.0;47.0;28.71;;R;;105430;MDA;Radu Albot;98.0;578.0;;1
3;35.0;32.0;20.0;11.0;13.0;6.0;5.0;7.0;71.0;24.75;;R;193.0;105577;CAN;Vasek Pospisil;60.0;800.0;;13;117.0;R128;6-4 7-6(7);Hard;20150325;2015-403;M;Miami Masters;39.0;29.0;18.0;11.0;6.0;3.0;1.0;7.0;73.0;26.5;;R;198.0;105223;ARG;Juan Martin Del Potro;616.0;45.0;;0
3;38.0;23.0;10.0;9.0;1.0;7.0;4.0;2.0;56.0;32.15;;R;180.0;104655;URU;Pablo Cuevas;31.0;1470.0;3.0;298;71.0;SF;6-4 6-2;Clay;20180226;2018-0533;A;Sao Paulo;28.0;21.0;17.0;9.0;3.0;3.0;3.0;0.0;52.0;30.76;;R;178.0;104926;ITA;Fabio Fognini;20.0;1985.0;2.0;1
3;65.0;53.0;14.0;16.0;8.0;5.0;3.0;4.0;97.0;26.11;;R;180.0;105583;SRB;Dusan Lajovic;72.0;728.0;;286;111.0;R16;7-6(4) 3-6 6-4;Hard;20160808;2016-7480;A;Los Cabos;65.0;48.0;15.0;15.0;10.0;1.0;0.0;3.0;93.0;23.8;;R;193.0;106071;AUS;Bernard Tomic;20.0;1690.0;2.0;0
3;36.0;25.0;22.0;15.0;7.0;9.0;4.0;2.0;79.0;29.49;;R;183.0;104597;ESP;Nicolas Almagro;91.0;575.0;;4;141.0;R32;4-6 6-3 6-4;Clay;20150216;2015-6932;A;Rio de Janeiro;38.0;23.0;33.0;14.0;6.0;10.0;7.0;3.0;91.0;29.13;;R;180.0;104655;URU;Pablo Cuevas;23.0;1447.0;6.0;1
3;45.0;36.0;14.0;11.0;5.0;3.0;2.0;3.0;74.0;30.11;;R;193.0;104792;FRA;Gael Monfils;8.0;3725.0;6.0;273;93.0;R32;7-6(4) 6-3;Hard;20161010;2016-5014;M;Shanghai Masters;38.0;24.0;18.0;10.0;9.0;8.0;6.0;1.0;64.0;30.4;;R;203.0;104731;RSA;Kevin Anderson;40.0;1030.0;;0
3;57.0;42.0;20.0;15.0;7.0;5.0;3.0;0.0;90.0;36.86;;R;185.0;103819;SUI;Roger Federer;1.0;8920.0;1.0;293;118.0;R16;6-3 3-6 7-6(7);Grass;20180618;2018-0500;A;Halle;66.0;47.0;24.0;15.0;9.0;7.0;5.0;3.0;114.0;29.11;;R;196.0;105332;FRA;Benoit Paire;48.0;1010.0;;0
3;37.0;27.0;11.0;11.0;5.0;4.0;1.0;1.0;59.0;37.66;Q;R;185.0;103285;CZE;Radek Stepanek;129.0;451.0;;284;92.0;R32;7-6(5) 6-4;Hard;20160725;2016-0421;M;Canada Masters;35.0;18.0;21.0;11.0;2.0;9.0;5.0;5.0;71.0;28.11;WC;R;180.0;105166;CAN;Peter Polansky;247.0;215.0;;0
3;41.0;36.0;10.0;11.0;13.0;3.0;1.0;2.0;71.0;29.09;;U;;105111;ECU;Ivan Endara;428.0;97.0;;4;79.0;RR;7-6(7) 6-4;Clay;20170407;2017-M-DC-2017-G1-AM-M-BRA-ECU-01;D;Davis Cup G1 R2: BRA vs ECU;34.0;26.0;21.0;11.0;6.0;1.0;0.0;2.0;61.0;29.27;;L;188.0;105064;BRA;Thomaz Bellucci;67.0;736.0;;1
3;45.0;36.0;15.0;14.0;6.0;10.0;5.0;7.0;88.0;24.56;Q;R;;125802;BLR;Ilya Ivashka;100.0;576.0;;276;143.0;R32;4-6 6-3 6-4;Hard;20180917;2018-0568;A;St. Petersburg;69.0;42.0;24.0;15.0;6.0;13.0;9.0;2.0;115.0;28.34;;L;185.0;105550;ARG;Guido Pella;60.0;870.0;;1
5;43.0;40.0;13.0;13.0;9.0;0.0;0.0;1.0;64.0;23.02;;R;;106378;GBR;Kyle Edmund;49.0;992.0;;213;89.0;R64;6-2 6-2 6-4;Hard;20180115;2018-580;G;Australian Open;45.0;30.0;15.0;13.0;4.0;9.0;4.0;0.0;79.0;31.36;;R;188.0;104797;UZB;Denis Istomin;60.0;848.0;;0
3;41.0;25.0;13.0;10.0;1.0;7.0;4.0;1.0;64.0;22.09;WC;U;;126610;ITA;Matteo Berrettini;103.0;594.0;;270;91.0;R32;7-5 6-2;Clay;20180514;2018-M009;M;Rome Masters;33.0;25.0;18.0;10.0;4.0;4.0;4.0;0.0;60.0;21.07;;R;198.0;100644;GER;Alexander Zverev;3.0;6015.0;2.0;1
3;65.0;50.0;21.0;16.0;9.0;7.0;5.0;3.0;108.0;31.87;;R;196.0;104607;CZE;Tomas Berdych;14.0;2480.0;1.0;299;138.0;SF;3-6 7-6(5) 6-4;Hard;20170731;2017-7480;A;Los Cabos;46.0;39.0;21.0;15.0;17.0;3.0;1.0;6.0;84.0;21.31;WC;R;;106423;AUS;Thanasi Kokkinakis;454.0;85.0;;1
5;58.0;49.0;17.0;15.0;15.0;3.0;2.0;3.0;89.0;19.75;;L;;133430;CAN;Denis Shapovalov;27.0;1440.0;25.0;103;115.0;R128;6-2 6-3 7-6(3);Hard;20190114;2019-580;G;Australian Open;55.0;40.0;12.0;14.0;1.0;8.0;4.0;7.0;88.0;32.97;;R;180.0;104665;ESP;Pablo Andujar;85.0;658.0;;0
3;30.0;28.0;9.0;9.0;4.0;1.0;1.0;1.0;45.0;30.01;;R;183.0;104571;CYP;Marcos Baghdatis;59.0;797.0;;33;;R16;6-3 6-3;Grass;20150621;2015-741;A;Nottingham;29.0;19.0;10.0;9.0;2.0;4.0;1.0;3.0;53.0;18.17;WC;R;198.0;100644;GER;Alexander Zverev;76.0;669.0;;0
5;70.0;43.0;30.0;19.0;6.0;14.0;7.0;0.0;134.0;32.93;;R;180.0;104386;SRB;Janko Tipsarevic;58.0;840.0;;162;188.0;R128;4-6 7-6(3) 6-2 6-2;Clay;20170529;2017-520;G;Roland Garros;79.0;54.0;27.0;19.0;6.0;12.0;8.0;5.0;137.0;28.16;;R;185.0;105311;POR;Joao Sousa;59.0;830.0;;1
3;36.0;32.0;5.0;9.0;7.0;4.0;3.0;4.0;53.0;34.51;;R;185.0;103908;FRA;Paul Henri Mathieu;60.0;854.0;8.0;289;60.0;R16;6-1 6-4;Clay;20160718;2016-0314;A;Gstaad;26.0;16.0;8.0;8.0;3.0;5.0;1.0;5.0;45.0;24.3;WC;R;;105967;SUI;Henri Laaksonen;165.0;331.0;;0
3;40.0;36.0;12.0;11.0;3.0;3.0;2.0;1.0;66.0;26.98;;L;183.0;105173;FRA;Adrian Mannarino;34.0;1188.0;8.0;20;;R32;7-6(4) 6-4;Grass;20150621;2015-741;A;Nottingham;31.0;25.0;16.0;11.0;9.0;2.0;0.0;2.0;59.0;25.92;;R;181.0;105379;SLO;Aljaz Bedene;74.0;678.0;;0
3;55.0;40.0;14.0;13.0;12.0;7.0;4.0;3.0;87.0;28.87;;R;185.0;105311;POR;Joao Sousa;68.0;755.0;;280;109.0;R32;6-4 1-6 6-2;Hard;20180212;2018-0407;A;Rotterdam;49.0;37.0;15.0;12.0;4.0;6.0;4.0;2.0;84.0;33.98;LL;R;190.0;104312;ITA;Andreas Seppi;81.0;686.0;;1
5;;;;;;;;;;25.19;;R;185.0;105539;RUS;Evgeny Donskoy;178.0;276.0;;4;;RR;6-3 5-7 6-2 7-6(3);Hard;20150717;2015-D029;D;Davis Cup G1 R2: RUS vs ESP;;;;;;;;;;33.21;;R;180.0;103990;ESP;Tommy Robredo;21.0;1540.0;;0
5;;;;;;;;;;24.6;;R;;108786;BAR;Seanon Williams;;;;5;;RR;6-2 6-1 6-0;Hard;20150918;2015-D019;D;Davis Cup G1 PO: BAR vs ECU;;;;;;;;;;26.66;;L;;105271;ECU;Gonzalo Escobar;339.0;131.0;;1
5;60.0;52.0;14.0;14.0;13.0;2.0;1.0;1.0;91.0;29.96;;R;198.0;105227;CRO;Marin Cilic;6.0;4715.0;;2;134.0;RR;6-1 6-3 7-6(5);Clay;20180914;2018-M-DC-2018-WG-M-CRO-USA-01;D;Davis Cup WG SF: CRO vs USA;58.0;34.0;16.0;14.0;9.0;8.0;3.0;4.0;89.0;20.65;;R;;126207;USA;Francis Tiafoe;40.0;1090.0;;0
3;53.0;32.0;23.0;13.0;3.0;11.0;7.0;3.0;99.0;27.74;;R;188.0;105053;COL;Santiago Giraldo;59.0;815.0;;29;;R32;4-6 6-2 6-2;Hard;20150823;2015-6242;A;Winston-Salem;44.0;34.0;19.0;13.0;8.0;3.0;2.0;0.0;76.0;18.77;;R;;106432;CRO;Borna Coric;35.0;1126.0;8.0;1
3;60.0;39.0;14.0;14.0;7.0;12.0;8.0;2.0;87.0;26.65;;L;183.0;105173;FRA;Adrian Mannarino;38.0;1113.0;;14;96.0;R32;3-6 6-4 6-4;Hard;20150223;2015-807;A;Acapulco;53.0;37.0;18.0;15.0;7.0;5.0;1.0;1.0;88.0;22.34;;R;193.0;106071;AUS;Bernard Tomic;42.0;1016.0;;1
3;33.0;28.0;16.0;10.0;5.0;0.0;0.0;2.0;55.0;29.35;;R;183.0;105138;ESP;Roberto Bautista Agut;15.0;2425.0;1.0;297;89.0;QF;6-2 7-6(3);Hard;20170821;2017-6242;A;Winston-Salem;36.0;26.0;16.0;10.0;9.0;5.0;3.0;1.0;69.0;19.81;WC;R;;126203;USA;Taylor Harry Fritz;116.0;484.0;;0
5;46.0;26.0;7.0;10.0;10.0;14.0;6.0;9.0;80.0;28.59;;R;;105032;AUS;Samuel Groth;100.0;585.0;;116;80.0;R128;6-1 6-1 6-1;Clay;20160523;2016-520;G;Roland Garros;38.0;34.0;6.0;11.0;1.0;0.0;0.0;0.0;45.0;29.97;;L;185.0;104745;ESP;Rafael Nadal;5.0;5675.0;4.0;1
5;77.0;50.0;21.0;19.0;13.0;13.0;8.0;5.0;117.0;29.03;;R;193.0;104660;UKR;Sergiy Stakhovsky;71.0;699.0;;77;135.0;R64;5-7 6-3 6-4 6-2;Hard;20150119;2015-580;G;Australian Open;74.0;56.0;20.0;20.0;2.0;5.0;3.0;4.0;104.0;32.8;;R;175.0;103970;ESP;David Ferrer;10.0;4145.0;9.0;1
5;53.0;45.0;19.0;16.0;13.0;4.0;2.0;3.0;84.0;27.67;;R;188.0;105777;BUL;Grigor Dimitrov;21.0;1790.0;20.0;209;127.0;R32;7-6(5) 6-4 6-4;Hard;20190114;2019-580;G;Australian Open;58.0;38.0;23.0;16.0;4.0;5.0;1.0;2.0;98.0;29.64;;R;;105341;ITA;Thomas Fabbiano;102.0;573.0;;0
3;49.0;34.0;21.0;14.0;3.0;5.0;2.0;6.0;88.0;30.66;;L;183.0;105173;FRA;Adrian Mannarino;51.0;920.0;;281;105.0;R32;6-3 4-6 6-3;Hard;20190225;2019-M004;A;Acapulco;46.0;37.0;16.0;14.0;18.0;1.0;0.0;0.0;72.0;33.83;;R;206.0;104545;USA;John Isner;9.0;3270.0;3.0;1
5;82.0;57.0;16.0;21.0;5.0;12.0;4.0;14.0;130.0;19.36;;L;;144895;FRA;Corentin Moutet;112.0;502.0;;146;203.0;R128;6-2 7-5 5-7 6-4;Hard;20180827;2018-560;G;Us Open;73.0;47.0;29.0;21.0;6.0;14.0;9.0;5.0;126.0;36.6;;R;190.0;103917;FRA;Nicolas Mahut;131.0;433.0;;1
3;34.0;22.0;19.0;9.0;2.0;4.0;3.0;4.0;64.0;33.05;;R;175.0;103970;ESP;David Ferrer;8.0;4490.0;3.0;28;85.0;R32;6-2 6-3;Clay;20150420;2015-425;A;Barcelona;34.0;20.0;8.0;8.0;1.0;8.0;4.0;3.0;55.0;34.4;WC;R;175.0;103656;ESP;Albert Montanes;124.0;450.0;;0
3;45.0;34.0;21.0;14.0;3.0;10.0;7.0;6.0;94.0;20.4;;U;;144760;MAR;Amine Ahouda;698.0;30.0;;2;117.0;RR;3-6 6-3 6-3;Clay;20180203;2018-M-DC-2018-G2-EPA-M-GEO-MAR-01;D;Davis Cup G2 R1: GEO vs MAR;63.0;35.0;18.0;13.0;0.0;14.0;9.0;4.0;94.0;25.95;;R;185.0;105932;RUS;Nikoloz Basilashvili;57.0;916.0;;0
3;54.0;39.0;20.0;13.0;3.0;1.0;1.0;0.0;80.0;29.48;;R;188.0;104925;SRB;Novak Djokovic;2.0;10780.0;2.0;289;122.0;RR;6-7(10) 6-0 6-2;Hard;20161114;2016-0605;A;Tour Finals;64.0;43.0;11.0;13.0;4.0;6.0;1.0;3.0;96.0;23.2;;R;185.0;106233;AUT;Dominic Thiem;9.0;3215.0;8.0;0
5;91.0;60.0;21.0;21.0;7.0;13.0;8.0;2.0;137.0;29.4;;L;190.0;104999;GER;Mischa Zverev;50.0;894.0;;212;213.0;R16;7-5 5-7 6-2 6-4;Hard;20170116;2017-580;G;Australian Open;95.0;62.0;18.0;21.0;10.0;17.0;9.0;6.0;145.0;29.68;;R;190.0;104918;GBR;Andy Murray;1.0;12560.0;1.0;0
3;36.0;29.0;21.0;12.0;2.0;4.0;2.0;2.0;70.0;29.22;WC;L;188.0;105064;BRA;Thomaz Bellucci;71.0;721.0;;267;102.0;R64;7-5 7-6(5);Hard;20170320;2017-M007;M;Miami Masters;38.0;33.0;19.0;12.0;13.0;1.0;0.0;3.0;69.0;31.9;;R;206.0;104545;USA;John Isner;23.0;1715.0;18.0;1
3;34.0;22.0;7.0;9.0;4.0;10.0;5.0;4.0;59.0;33.15;;R;183.0;104468;FRA;Gilles Simon;66.0;790.0;;289;81.0;R16;6-3 6-3;Hard;20180219;2018-0496;A;Marseille;33.0;25.0;14.0;9.0;2.0;5.0;3.0;3.0;64.0;25.98;;R;185.0;105936;SRB;Filip Krajinovic;36.0;1320.0;8.0;1
3;54.0;36.0;12.0;10.0;4.0;7.0;5.0;4.0;77.0;21.31;WC;R;;106423;AUS;Thanasi Kokkinakis;454.0;85.0;;296;90.0;QF;7-6(5) 6-2;Hard;20170731;2017-7480;A;Los Cabos;32.0;22.0;15.0;10.0;8.0;5.0;1.0;3.0;66.0;19.76;;R;;126203;USA;Taylor Harry Fritz;127.0;434.0;;0
3;49.0;40.0;19.0;15.0;15.0;7.0;4.0;10.0;87.0;28.09;;L;188.0;105064;BRA;Thomaz Bellucci;35.0;1140.0;3.0;296;127.0;QF;7-6(0) 4-6 6-2;Clay;20160201;2016-7161;A;Quito;63.0;39.0;24.0;15.0;6.0;14.0;10.0;5.0;111.0;24.56;;R;188.0;105807;ESP;Pablo Carreno Busta;67.0;734.0;8.0;0
3;38.0;23.0;8.0;9.0;3.0;6.0;3.0;6.0;61.0;24.27;;U;;123983;BIH;Nerman Fatic;;;;4;60.0;RR;6-1 7-6(2);Hard;20190201;2019-M-DC-2019-QLS-M-AUS-BIH-01;D;Davis Cup QLS R1: AUS vs BIH;31.0;25.0;16.0;10.0;8.0;2.0;1.0;0.0;52.0;19.49;;U;;200615;AUS;Alexei Popyrin;124.0;450.0;;1
3;42.0;32.0;15.0;13.0;5.0;3.0;1.0;2.0;63.0;29.51;;R;183.0;104597;ESP;Nicolas Almagro;89.0;575.0;;10;95.0;R32;6-3 3-6 6-2;Clay;20150223;2015-506;A;Buenos Aires;64.0;39.0;9.0;13.0;1.0;7.0;3.0;3.0;83.0;29.08;;R;180.0;104665;ESP;Pablo Andujar;67.0;760.0;7.0;0
3;44.0;34.0;10.0;13.0;5.0;5.0;1.0;4.0;75.0;27.4;;R;198.0;105227;CRO;Marin Cilic;12.0;2555.0;3.0;281;105.0;R32;6-3 3-6 6-2;Hard;20160222;2016-M004;A;Acapulco;36.0;30.0;18.0;13.0;6.0;4.0;2.0;3.0;66.0;23.79;Q;R;183.0;105992;USA;Ryan Harrison;127.0;471.0;;1
3;29.0;23.0;14.0;9.0;8.0;5.0;3.0;6.0;59.0;30.62;;R;180.0;104655;URU;Pablo Cuevas;19.0;1710.0;;274;90.0;R32;6-1 7-6(4);Hard;20160815;2016-M024;M;Cincinnati Masters;44.0;34.0;14.0;10.0;6.0;5.0;5.0;1.0;68.0;30.2;;L;185.0;104745;ESP;Rafael Nadal;5.0;4850.0;3.0;1
3;25.0;19.0;9.0;8.0;6.0;2.0;0.0;2.0;47.0;30.3;;R;196.0;104607;CZE;Tomas Berdych;6.0;4620.0;3.0;291;65.0;R16;6-0 6-4;Hard;20160104;2016-0451;A;Doha;38.0;16.0;11.0;8.0;0.0;13.0;7.0;3.0;63.0;23.62;;R;172.0;106000;BIH;Damir Dzumhur;82.0;649.0;;0
3;28.0;21.0;20.0;10.0;1.0;0.0;0.0;2.0;53.0;27.8;;R;183.0;105138;ESP;Roberto Bautista Agut;18.0;1775.0;1.0;297;68.0;QF;6-4 6-3;Hard;20160201;2016-7434;A;Sofia;31.0;22.0;12.0;9.0;3.0;5.0;3.0;2.0;51.0;27.59;;L;183.0;105173;FRA;Adrian Mannarino;49.0;845.0;8.0;0
5;;;;;;;;;;28.54;;R;190.0;104918;GBR;Andy Murray;2.0;8670.0;;2;;RR;6-3 6-2 7-5;Clay;20151127;2015-D015;D;Davis Cup WG F: BEL vs GBR;;;;;;;;;;27.87;;L;;105074;BEL;Ruben Bemelmans;108.0;543.0;;0
3;42.0;27.0;21.0;14.0;5.0;12.0;6.0;12.0;90.0;26.69;;R;193.0;105154;BRA;Joao Souza;113.0;494.0;;5;147.0;R32;6-7(3) 6-1 6-4;Clay;20150202;2015-7161;A;Quito;56.0;40.0;27.0;15.0;4.0;6.0;3.0;10.0;111.0;31.22;;L;185.0;104268;COL;Alejandro Falla;122.0;434.0;;1
